"RIC"	"TimeUtc"	"Flags"	"VolumeAccumulated"	"TradingStatus"	"LatestTradePrice"	"LatestTradeSize"	"BestAskPrice"	"BestAskSize"	"BestBidPrice"	"BestBidSize"	"BidOrderBook"	"AskOrderBook"
"TST.J"	"06/12/2018 07:02:40"	"00001000"	"5353"	"Continuous"	"885"	"5352"	"1025"	"991050"	"884"	"77013"	"Level: 1 Price: 884 Quantity: 77013| Level: 2 Price: 850 Quantity: 2400| Level: 3 Price: 750 Quantity: 26013| Level: 4 Price: 105 Quantity: 15013"	"Level: 1 Price: 1025 Quantity: 989050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:02:43"	"00110000"	"5353"	"Continuous"	"885"	"5352"	"1025"	"991050"	"885"	"2500"	"Level: 1 Price: 884 Quantity: 77013| Level: 2 Price: 850 Quantity: 2400| Level: 3 Price: 750 Quantity: 26013| Level: 4 Price: 105 Quantity: 15013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:02:44"	"00100000"	"5353"	"Continuous"	"885"	"5352"	"1025"	"991050"	"885"	"4500"	"Level: 1 Price: 885 Quantity: 2500| Level: 2 Price: 884 Quantity: 77013| Level: 3 Price: 850 Quantity: 2400| Level: 4 Price: 750 Quantity: 26013| Level: 5 Price: 105 Quantity: 15013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:03:25"	"00001100"	"5353"	"Continuous"	"885"	"5352"	"890"	"1"	"885"	"4500"	"Level: 1 Price: 885 Quantity: 4500| Level: 2 Price: 884 Quantity: 75013| Level: 3 Price: 850 Quantity: 2400| Level: 4 Price: 750 Quantity: 26013| Level: 5 Price: 105 Quantity: 15013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:03:44"	"00110000"	"5353"	"Continuous"	"885"	"5352"	"890"	"1"	"889"	"75013"	"Level: 1 Price: 885 Quantity: 4500| Level: 2 Price: 884 Quantity: 75013| Level: 3 Price: 850 Quantity: 2400| Level: 4 Price: 750 Quantity: 26013| Level: 5 Price: 105 Quantity: 15013"	"Level: 1 Price: 890 Quantity: 1| Level: 2 Price: 1025 Quantity: 991050| Level: 3 Price: 1040 Quantity: 19919| Level: 4 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:03:44"	"00100000"	"5353"	"Continuous"	"885"	"5352"	"890"	"1"	"889"	"77013"	"Level: 1 Price: 889 Quantity: 75013| Level: 2 Price: 885 Quantity: 4500| Level: 3 Price: 850 Quantity: 2400| Level: 4 Price: 750 Quantity: 26013| Level: 5 Price: 105 Quantity: 15013"	"Level: 1 Price: 890 Quantity: 1| Level: 2 Price: 1025 Quantity: 991050| Level: 3 Price: 1040 Quantity: 19919| Level: 4 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:06:01"	"10000011"	"5354"	"Continuous"	"890"	"1"	"890"	"1"	"889"	"77013"	"Level: 1 Price: 889 Quantity: 77013| Level: 2 Price: 850 Quantity: 2400| Level: 3 Price: 750 Quantity: 26013| Level: 4 Price: 105 Quantity: 15013"	"Level: 1 Price: 890 Quantity: 1| Level: 2 Price: 1025 Quantity: 991050| Level: 3 Price: 1040 Quantity: 19919| Level: 4 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:06:01"	"00001100"	"5354"	"Continuous"	"890"	"1"	"1025"	"991050"	"889"	"77013"	"Level: 1 Price: 889 Quantity: 77013| Level: 2 Price: 850 Quantity: 2400| Level: 3 Price: 750 Quantity: 26013| Level: 4 Price: 105 Quantity: 15013"	"Level: 1 Price: 890 Quantity: 1| Level: 2 Price: 1025 Quantity: 991050| Level: 3 Price: 1040 Quantity: 19919| Level: 4 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:06:59"	"00110000"	"5354"	"Continuous"	"890"	"1"	"1025"	"991050"	"890"	"6115"	"Level: 1 Price: 889 Quantity: 77013| Level: 2 Price: 850 Quantity: 2400| Level: 3 Price: 750 Quantity: 26013| Level: 4 Price: 105 Quantity: 15013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:06:59"	"00100000"	"5354"	"Continuous"	"890"	"1"	"1025"	"991050"	"890"	"8115"	"Level: 1 Price: 890 Quantity: 6115| Level: 2 Price: 889 Quantity: 77013| Level: 3 Price: 850 Quantity: 2400| Level: 4 Price: 750 Quantity: 26013| Level: 5 Price: 105 Quantity: 15013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:07:14"	"00100000"	"5354"	"Continuous"	"890"	"1"	"1025"	"991050"	"890"	"33115"	"Level: 1 Price: 890 Quantity: 8115| Level: 2 Price: 889 Quantity: 75013| Level: 3 Price: 850 Quantity: 2400| Level: 4 Price: 750 Quantity: 26013| Level: 5 Price: 105 Quantity: 15013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:10:15"	"00110000"	"5354"	"Continuous"	"890"	"1"	"1025"	"991050"	"891"	"75013"	"Level: 1 Price: 890 Quantity: 33115| Level: 2 Price: 889 Quantity: 75013| Level: 3 Price: 850 Quantity: 2400| Level: 4 Price: 750 Quantity: 26013| Level: 5 Price: 105 Quantity: 15013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:10:15"	"00100000"	"5354"	"Continuous"	"890"	"1"	"1025"	"991050"	"891"	"77013"	"Level: 1 Price: 891 Quantity: 75013| Level: 2 Price: 890 Quantity: 33115| Level: 3 Price: 850 Quantity: 2400| Level: 4 Price: 750 Quantity: 26013| Level: 5 Price: 105 Quantity: 15013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:10:54"	"10000011"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"891"	"77013"	"Level: 1 Price: 891 Quantity: 77013| Level: 2 Price: 890 Quantity: 31115| Level: 3 Price: 850 Quantity: 2400| Level: 4 Price: 750 Quantity: 26013| Level: 5 Price: 105 Quantity: 15013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:10:54"	"00100000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"891"	"73013"	"Level: 1 Price: 891 Quantity: 77013| Level: 2 Price: 890 Quantity: 31115| Level: 3 Price: 850 Quantity: 2400| Level: 4 Price: 750 Quantity: 26013| Level: 5 Price: 105 Quantity: 15013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:11:05"	"00110000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"892"	"6115"	"Level: 1 Price: 891 Quantity: 73013| Level: 2 Price: 890 Quantity: 31115| Level: 3 Price: 850 Quantity: 2400| Level: 4 Price: 750 Quantity: 26013| Level: 5 Price: 105 Quantity: 15013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:11:05"	"00100000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"892"	"8115"	"Level: 1 Price: 892 Quantity: 6115| Level: 2 Price: 891 Quantity: 73013| Level: 3 Price: 890 Quantity: 25013| Level: 4 Price: 850 Quantity: 2400| Level: 5 Price: 750 Quantity: 26013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:11:22"	"00110000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"893"	"71013"	"Level: 1 Price: 892 Quantity: 8115| Level: 2 Price: 891 Quantity: 71013| Level: 3 Price: 890 Quantity: 25013| Level: 4 Price: 850 Quantity: 2400| Level: 5 Price: 750 Quantity: 26013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:11:22"	"00100000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"893"	"73013"	"Level: 1 Price: 893 Quantity: 71013| Level: 2 Price: 892 Quantity: 8115| Level: 3 Price: 890 Quantity: 25013| Level: 4 Price: 850 Quantity: 2400| Level: 5 Price: 750 Quantity: 26013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:12:09"	"00110000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"894"	"6115"	"Level: 1 Price: 893 Quantity: 73013| Level: 2 Price: 890 Quantity: 25013| Level: 3 Price: 850 Quantity: 2400| Level: 4 Price: 750 Quantity: 26013| Level: 5 Price: 105 Quantity: 15013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:12:09"	"00100000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"894"	"8115"	"Level: 1 Price: 894 Quantity: 6115| Level: 2 Price: 893 Quantity: 73013| Level: 3 Price: 890 Quantity: 25013| Level: 4 Price: 850 Quantity: 2400| Level: 5 Price: 750 Quantity: 26013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:14:25"	"00001100"	"9354"	"Continuous"	"891"	"4000"	"920"	"1"	"894"	"8115"	"Level: 1 Price: 894 Quantity: 8115| Level: 2 Price: 893 Quantity: 71013| Level: 3 Price: 890 Quantity: 25013| Level: 4 Price: 850 Quantity: 2400| Level: 5 Price: 750 Quantity: 26013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:14:31"	"00001100"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"894"	"8115"	"Level: 1 Price: 894 Quantity: 8115| Level: 2 Price: 893 Quantity: 71013| Level: 3 Price: 890 Quantity: 25013| Level: 4 Price: 850 Quantity: 2400| Level: 5 Price: 750 Quantity: 26013"	"Level: 1 Price: 920 Quantity: 1| Level: 2 Price: 1025 Quantity: 991050| Level: 3 Price: 1040 Quantity: 19919| Level: 4 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:15:19"	"00100000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"894"	"33115"	"Level: 1 Price: 894 Quantity: 8115| Level: 2 Price: 893 Quantity: 96013| Level: 3 Price: 850 Quantity: 2400| Level: 4 Price: 750 Quantity: 26013| Level: 5 Price: 105 Quantity: 15013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:15:19"	"00110000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"895"	"25013"	"Level: 1 Price: 894 Quantity: 33115| Level: 2 Price: 893 Quantity: 71013| Level: 3 Price: 850 Quantity: 2400| Level: 4 Price: 750 Quantity: 26013| Level: 5 Price: 105 Quantity: 15013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:15:19"	"00100000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"895"	"27013"	"Level: 1 Price: 895 Quantity: 25013| Level: 2 Price: 894 Quantity: 8115| Level: 3 Price: 893 Quantity: 71013| Level: 4 Price: 850 Quantity: 2400| Level: 5 Price: 750 Quantity: 26013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:15:22"	"00110000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"896"	"6115"	"Level: 1 Price: 895 Quantity: 27013| Level: 2 Price: 893 Quantity: 71013| Level: 3 Price: 850 Quantity: 2400| Level: 4 Price: 750 Quantity: 26013| Level: 5 Price: 105 Quantity: 15013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:15:22"	"00100000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"896"	"8115"	"Level: 1 Price: 896 Quantity: 6115| Level: 2 Price: 895 Quantity: 27013| Level: 3 Price: 893 Quantity: 71013| Level: 4 Price: 850 Quantity: 2400| Level: 5 Price: 750 Quantity: 26013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:15:25"	"00100000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"896"	"33115"	"Level: 1 Price: 896 Quantity: 8115| Level: 2 Price: 895 Quantity: 25013| Level: 3 Price: 893 Quantity: 71013| Level: 4 Price: 850 Quantity: 2400| Level: 5 Price: 750 Quantity: 26013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:15:26"	"00110000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"897"	"25013"	"Level: 1 Price: 896 Quantity: 33115| Level: 2 Price: 893 Quantity: 71013| Level: 3 Price: 850 Quantity: 2400| Level: 4 Price: 750 Quantity: 26013| Level: 5 Price: 105 Quantity: 15013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:15:26"	"00100000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"897"	"27013"	"Level: 1 Price: 897 Quantity: 25013| Level: 2 Price: 896 Quantity: 8115| Level: 3 Price: 893 Quantity: 71013| Level: 4 Price: 850 Quantity: 2400| Level: 5 Price: 750 Quantity: 26013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:16:19"	"00110000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"898"	"6115"	"Level: 1 Price: 897 Quantity: 27013| Level: 2 Price: 893 Quantity: 71013| Level: 3 Price: 850 Quantity: 2400| Level: 4 Price: 750 Quantity: 26013| Level: 5 Price: 105 Quantity: 15013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:16:19"	"00100000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"898"	"8115"	"Level: 1 Price: 898 Quantity: 6115| Level: 2 Price: 897 Quantity: 27013| Level: 3 Price: 893 Quantity: 71013| Level: 4 Price: 850 Quantity: 2400| Level: 5 Price: 750 Quantity: 26013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:16:31"	"00110000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"899"	"71013"	"Level: 1 Price: 898 Quantity: 8115| Level: 2 Price: 897 Quantity: 25013| Level: 3 Price: 893 Quantity: 71013| Level: 4 Price: 850 Quantity: 2400| Level: 5 Price: 750 Quantity: 26013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:16:31"	"00100000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"899"	"73013"	"Level: 1 Price: 899 Quantity: 71013| Level: 2 Price: 898 Quantity: 8115| Level: 3 Price: 897 Quantity: 25013| Level: 4 Price: 850 Quantity: 2400| Level: 5 Price: 750 Quantity: 26013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:16:38"	"00100000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"899"	"98013"	"Level: 1 Price: 899 Quantity: 73013| Level: 2 Price: 898 Quantity: 31115| Level: 3 Price: 850 Quantity: 2400| Level: 4 Price: 750 Quantity: 26013| Level: 5 Price: 105 Quantity: 15013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:16:38"	"00110000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"900"	"25013"	"Level: 1 Price: 899 Quantity: 98013| Level: 2 Price: 898 Quantity: 6115| Level: 3 Price: 850 Quantity: 2400| Level: 4 Price: 750 Quantity: 26013| Level: 5 Price: 105 Quantity: 15013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:16:38"	"00100000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"900"	"27013"	"Level: 1 Price: 900 Quantity: 25013| Level: 2 Price: 899 Quantity: 73013| Level: 3 Price: 898 Quantity: 6115| Level: 4 Price: 850 Quantity: 2400| Level: 5 Price: 750 Quantity: 26013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:16:38"	"00110000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"901"	"25013"	"Level: 1 Price: 900 Quantity: 27013| Level: 2 Price: 899 Quantity: 71013| Level: 3 Price: 898 Quantity: 6115| Level: 4 Price: 850 Quantity: 2400| Level: 5 Price: 750 Quantity: 26013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:16:38"	"00100000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"901"	"27013"	"Level: 1 Price: 901 Quantity: 25013| Level: 2 Price: 900 Quantity: 2013| Level: 3 Price: 899 Quantity: 71013| Level: 4 Price: 898 Quantity: 6115| Level: 5 Price: 850 Quantity: 2400"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:17:18"	"00110000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"902"	"6115"	"Level: 1 Price: 901 Quantity: 27013| Level: 2 Price: 899 Quantity: 71013| Level: 3 Price: 898 Quantity: 6115| Level: 4 Price: 850 Quantity: 2400| Level: 5 Price: 750 Quantity: 26013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:17:18"	"00100000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"902"	"8115"	"Level: 1 Price: 902 Quantity: 6115| Level: 2 Price: 901 Quantity: 27013| Level: 3 Price: 899 Quantity: 71013| Level: 4 Price: 850 Quantity: 2400| Level: 5 Price: 750 Quantity: 26013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:17:43"	"00110000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"903"	"71013"	"Level: 1 Price: 902 Quantity: 8115| Level: 2 Price: 901 Quantity: 25013| Level: 3 Price: 899 Quantity: 71013| Level: 4 Price: 850 Quantity: 2400| Level: 5 Price: 750 Quantity: 26013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:17:43"	"00100000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"903"	"73013"	"Level: 1 Price: 903 Quantity: 71013| Level: 2 Price: 902 Quantity: 8115| Level: 3 Price: 901 Quantity: 25013| Level: 4 Price: 850 Quantity: 2400| Level: 5 Price: 750 Quantity: 26013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:18:13"	"00110000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"904"	"6115"	"Level: 1 Price: 903 Quantity: 73013| Level: 2 Price: 901 Quantity: 25013| Level: 3 Price: 850 Quantity: 2400| Level: 4 Price: 750 Quantity: 26013| Level: 5 Price: 105 Quantity: 15013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:18:13"	"00100000"	"9354"	"Continuous"	"891"	"4000"	"1025"	"991050"	"904"	"8115"	"Level: 1 Price: 904 Quantity: 6115| Level: 2 Price: 903 Quantity: 73013| Level: 3 Price: 901 Quantity: 25013| Level: 4 Price: 850 Quantity: 2400| Level: 5 Price: 750 Quantity: 26013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:18:39"	"00001100"	"9354"	"Continuous"	"891"	"4000"	"1000"	"5353"	"904"	"8115"	"Level: 1 Price: 904 Quantity: 8115| Level: 2 Price: 903 Quantity: 71013| Level: 3 Price: 901 Quantity: 25013| Level: 4 Price: 850 Quantity: 2400| Level: 5 Price: 750 Quantity: 26013"	"Level: 1 Price: 1025 Quantity: 991050| Level: 2 Price: 1040 Quantity: 19919| Level: 3 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:18:39"	"00001000"	"9354"	"Continuous"	"891"	"4000"	"1000"	"7353"	"904"	"8115"	"Level: 1 Price: 904 Quantity: 8115| Level: 2 Price: 903 Quantity: 71013| Level: 3 Price: 901 Quantity: 25013| Level: 4 Price: 850 Quantity: 2400| Level: 5 Price: 750 Quantity: 26013"	"Level: 1 Price: 1000 Quantity: 5353| Level: 2 Price: 1025 Quantity: 991050| Level: 3 Price: 1040 Quantity: 19919| Level: 4 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:18:59"	"00001000"	"9354"	"Continuous"	"891"	"4000"	"1000"	"2000"	"904"	"8115"	"Level: 1 Price: 904 Quantity: 8115| Level: 2 Price: 903 Quantity: 71013| Level: 3 Price: 901 Quantity: 25013| Level: 4 Price: 850 Quantity: 2400| Level: 5 Price: 750 Quantity: 26013"	"Level: 1 Price: 1000 Quantity: 7353| Level: 2 Price: 1025 Quantity: 989050| Level: 3 Price: 1040 Quantity: 19919| Level: 4 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:19:22"	"00110000"	"9354"	"Continuous"	"891"	"4000"	"1000"	"2000"	"995"	"1"	"Level: 1 Price: 904 Quantity: 8115| Level: 2 Price: 903 Quantity: 71013| Level: 3 Price: 901 Quantity: 25013| Level: 4 Price: 850 Quantity: 2400| Level: 5 Price: 750 Quantity: 26013"	"Level: 1 Price: 1000 Quantity: 2013| Level: 2 Price: 1025 Quantity: 989050| Level: 3 Price: 1040 Quantity: 19919| Level: 4 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:22:09"	"00010000"	"9354"	"Continuous"	"891"	"4000"	"1000"	"2000"	"994"	"1"	"Level: 1 Price: 995 Quantity: 1| Level: 2 Price: 904 Quantity: 2013| Level: 3 Price: 903 Quantity: 71013| Level: 4 Price: 900 Quantity: 25013| Level: 5 Price: 850 Quantity: 2400"	"Level: 1 Price: 1000 Quantity: 2013| Level: 2 Price: 1025 Quantity: 989050| Level: 3 Price: 1040 Quantity: 19919| Level: 4 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:22:09"	"00010000"	"9354"	"Continuous"	"891"	"4000"	"1000"	"2000"	"993"	"1"	"Level: 1 Price: 994 Quantity: 1| Level: 2 Price: 904 Quantity: 2013| Level: 3 Price: 903 Quantity: 71013| Level: 4 Price: 900 Quantity: 25013| Level: 5 Price: 850 Quantity: 2400"	"Level: 1 Price: 1000 Quantity: 2013| Level: 2 Price: 1025 Quantity: 989050| Level: 3 Price: 1040 Quantity: 19919| Level: 4 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:22:10"	"00010000"	"9354"	"Continuous"	"891"	"4000"	"1000"	"2000"	"992"	"1"	"Level: 1 Price: 993 Quantity: 1| Level: 2 Price: 904 Quantity: 2013| Level: 3 Price: 903 Quantity: 71013| Level: 4 Price: 900 Quantity: 25013| Level: 5 Price: 850 Quantity: 2400"	"Level: 1 Price: 1000 Quantity: 2013| Level: 2 Price: 1025 Quantity: 989050| Level: 3 Price: 1040 Quantity: 19919| Level: 4 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:22:10"	"00010000"	"9354"	"Continuous"	"891"	"4000"	"1000"	"2000"	"991"	"1"	"Level: 1 Price: 992 Quantity: 1| Level: 2 Price: 904 Quantity: 2013| Level: 3 Price: 903 Quantity: 71013| Level: 4 Price: 900 Quantity: 25013| Level: 5 Price: 850 Quantity: 2400"	"Level: 1 Price: 1000 Quantity: 2013| Level: 2 Price: 1025 Quantity: 989050| Level: 3 Price: 1040 Quantity: 19919| Level: 4 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:22:10"	"00010000"	"9354"	"Continuous"	"891"	"4000"	"1000"	"2000"	"990"	"1"	"Level: 1 Price: 991 Quantity: 1| Level: 2 Price: 904 Quantity: 2013| Level: 3 Price: 903 Quantity: 71013| Level: 4 Price: 900 Quantity: 25013| Level: 5 Price: 850 Quantity: 2400"	"Level: 1 Price: 1000 Quantity: 2013| Level: 2 Price: 1025 Quantity: 989050| Level: 3 Price: 1040 Quantity: 19919| Level: 4 Price: 1050 Quantity: 6013"
"TST.J"	"06/12/2018 07:22:10"	"00010000"	"9354"	"Continuous"	"891"	"4000"	"1000"	"2000"	"989"	"1"	"Level: 1 Price: 990 Quantity: 1| Level: 2 Price: 904 Quantity: 2013| Level: 3 Price: 903 Quantity: 71013| Level: 4 Price: 900 Quantity: 25013| Level: 5 Price: 850 Quantity: 2400"	"Level: 1 Price: 1000 Quantity: 2013| Level: 2 Price: 1025 Quantity: 989050| Level: 3 Price: 1040 Quantity: 19919| Level: 4 Price: 1050 Quantity: 6013"
